used_memory_mb
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
256.000
516.000
604.000
606.000
990.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1014.000
1134.000
1836.000
2596.000
3296.000
4638.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
8804.000
