used_memory_mb
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
300.000
6220.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6746.000
6752.000
6764.000
6764.000
6768.000
6770.000
6772.000
6776.000
6778.000
6782.000
6784.000
6788.000
6790.000
6794.000
6794.000
6800.000
6802.000
6804.000
6808.000
6812.000
6816.000
6816.000
6822.000
6830.000
6838.000
6838.000
6898.000
6898.000
6898.000
6898.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
6918.000
